Number,Summary,Score,Network
081FoKeWRf8nzJi6MQFKRl,"Xavier Tieu is the Executive Creative Director at CNDX, leading a team of talented creative designers and producers. He’s worked at agencies all over the world starting at Ogilvy and Singapore before working at Modernista in Boston and anomaly in New York and then joining Conde Nast. Xavier is also a fine artist, electronic music aficionado, and an all-around good guy.",3,cued_speechUniv4
08RS6NQIGy9O2KyKVlCzdU,"Episode 24 of All Business Bodybuilding with Joe Bentley, Justin and Dom discussing the importance of micronutrients in a calorie surplus vs. working a calorie deficit in the off season. We also touch on the benefits of protein content in the pre-competitions and post-competition period.",3,cued_speechUniv4
00x6bXv5JPNTCDteN5JGlP,"This week’s guest needs no introduction. Alexandra Orlani is an author, wellness consultant, and self-care queen. She teaches workshops and retreats centered on helping others find their voice through storytelling, poetry and narrative writing, rooted in trust without shame. She is the magic behind Words for Wanderer, Wanderer: Loving My Language, Wandering Wanderer and my all-time favorite, Today I Affirm journal.",3,cued_speechUniv4
00y3rxCkHBrbY1xwqojEGR,"In this episode, I sit down with Daymond John and discuss his new book ""Power Shift"" and how you can use the mindset of an entrepreneur to get what you want out of life. I also talk about the importance of social media and how it's changing the way we think about the world.",3,cued_speechUniv4
00yoUSA2yh7eAY8t45JM91,Carl Crawford gives his side of the story on the situation with Meg the Stallion and Jay-Z and Roc Nation. Tune in to find out what he has to say about the situation and how it all came about.,3,cued_speechUniv4
01D58jn9qXZ01y8pRQX0KZ,"The Lot and Savages owner Marvin Richards, head coach Tony Anders, and player/coach Ray Stevenson join the show to talk about their team and the upcoming game against the Horned Frogs. They also talk about what it takes to be successful in the semi-pro league.",3,cued_speechUniv4
01VLfoxXkwAXtuYGTQYrsT,"This week on 90 Day Fiancé News Weekly with Ashley Bowden (@iamashleybowden)! Paul and Karine’s mom is in the hospital, Alex saves a drowning man in the Bahamas, Tom and Darcey are back in the news, Avery and Avery are back together, Sarah and Juliana are best friends again, Jeffrey is accused of cheating on his ex-wife, Jeffrey and Jeffrey are back at it again and more! Be sure to like, comment, and subscribe!",2,cued_speechUniv4
1E23TJE5PZuN8hFIbiOkie,"Talking about suicide and how to get people to take their own lives on live television during ""swaps month"" on network TV. Also, how to stop people from taking their own life on live TV during ""all suicide"" events on network television during sweeps month. Also how to prevent people from killing themselves in public.",0,cued_speechUniv4
1EPOaWpjdUB7lB589jjTx3,"Welcome to the first episode of Hear Me Out! In this episode, Logan and I talk about how we met, how we became friends, and how alcoholism brought us together. We also talk about our favorite girls in Abilene and Lubbock, as well as how we got to where we are today.",3,cued_speechUniv4
1EUY0YMsUCReAi78xtVKeU,"The Psychedelic Furs are back after a long hiatus with their first album in almost two decades, ""World Outside."" In this episode of The Interview Series, Kyle Meredith talks with the band's founding member Tim Butler about the new record and how it was made, the ins and outs of making a new record, and how the band is catering to both new and old fans.",3,cued_speechUniv4
1EcBqy8tM3TYInm1k8Fdbm,"In this episode the boys are joined by Todd Bonner of Detroit Paranormal Expeditions to discuss all the spookiness happening in the city of Detroit and beyond. We talk about the Akashic Records, the box universe theory, and more!",1,cued_speechUniv4
1EwZ9ewnlXBQ3jH5ImlY3o,Check out our interview with Wyoming wide receiver Heath Roles. He talks about his career at Wyoming and what he has planned for the upcoming season. We also talk about his childhood dream of playing football and what it was like to have his catch on ESPN's biggest game of the year.,2,cued_speechUniv4
1F4hsSqn87iEttR0rA4tRS,"If you continue to become obsessed with being a value creator to the world, stunning things start to happen when you actually say to yourself, I want to give my customers each one of 10 times the value that they expect or even a hundred times thevalue they expect. You will become a magic worker of sorts in a world where almost every person in business is just card carrying members of the cult of mediocrity.",0,cued_speechUniv4
1G02hUDmyMFk1aKts60uPC,"Welcome to Love, Growth and Freedom with Adrienne White Death! This podcast is all about life and all things that comes with it. This is a safe space to be vulnerable to talk about love, inspired growth and all the things that come with it! Join me in rediscovering life complexities that make things worthwhile!",1,cued_speechUniv4
1GOXInXdJrluLuLywx5NzP,"The boys talk about their wild weekend and how they got kicked out of Applebee’s, the bachelor, abortion, and more. Thanks for listening and stay tuned for more episodes coming soon!",2,cued_speechUniv4
1Gcwzel68ribYC6kga7Eib,"Most of the time we do not acknowledge the presence of energy in and around us. In fact, even this physical body which appears to be in physical form is essentially energy because if you break down all your tissues into tiny tiny cells and tighten cells into small little Adam and Adam in two electrons, what are they? They are energy. Your thoughts are very powerful energy and if you can recognize the effect of every word, every thought on your surroundings, you will be a much more aware individual. And as and when you want to shift the surrounding, you would know which particular thought to shift so that you can bring about the desired shift in your surrounding.",1,cued_speechUniv4
1GjzWFb5mT9lXCgSety6VH,"Rich Roll is a dad, athlete, and author of Finding Ultra. He also hosts the long running, super interesting and widely popular Rich Roll Podcast. We talked about existential crises, alcoholism and ambition, the value of solitude, dating, dating your sister, wisdom, and what art is.",3,cued_speechUniv4
1Gs0FfKfblOH4nFbIi0yIL,Gigi just published another great article on his Medium page about how Bitcoin is a living organism and how it is surviving in thin space between worlds. Today we talk about the habitats of Bitcoin and how they are feeding the Bitcoin organism. We also talk about Bitcoin holidays and Gold Parody Day.,2,cued_speechUniv4
1Hh5YXYGj7pEs9jyhYAX9c,"On this episode of Even Splits we talk with Donovan Brazier about his 800m training group, the US Olympic Trials, and his plans for the future of track and field in the United States. We also talk about his training group and what he's looking forward to at the 2020 Olympics.",2,cued_speechUniv4
1HmN1BDPrSiIdYEWTX84xz,"In this episode of The Patriotals, the crew tries to figure out what happened to Derek, Isaac, and Eddie in the Mary Poppins Umbrella horror movie. Plus, Jen requests an Australian funnel web spider, and we talk about a lot of other things.",1,cued_speechUniv4
1IGWQ2uSXK2vhwZ7wVYLBp,"In this episode I talk about the new challenges and items in the item shop, as well as how to get T and Tina. I also go over the Ghost and Shadow versions of Brutus, and how to do the Deadpool challenge. Thanks for listening!",2,cued_speechUniv4
1IV366QieNfHHrWKechXo0,"Sarah Griffin talks to the assistant news editor of The Journal of American Music, Lauren Murphy, about her love for Jeff Buckley and his influence on her life and career. Follow Sarah Griffin at @sarahgriffith Griffin on Twitter.",0,cued_speechUniv4
1IdIzNXBCtUTHLHCtq0z8F,Ryan and Curtis are joined by their good friend Musa to talk about The Masked Singer Season 1 Episode 1. They talk about the show and how they met. Musa is a great friend of Ryan's and a great person to have on the podcast.,1,cued_speechUniv4
1JdBQNxOOXManwRuQkCMdl,"In this episode, Angie and Shelby talk about their biggest fears and fears surrounding friendships and how they’ve dealt with them in the past. They also share their favorite cartoons growing up and what they wish they would have known when they were younger.",3,cued_speechUniv4
1JnsLxgHqv9kv21D5bhIKy,In this episode we discuss clip on thermal systems as an alternative to a traditional mountable thermal rifle scope. We discuss the pros and cons of these systems as well as some of the myths and misconceptions out there about these systems. We also talk about the Pulsar Didjax in 450 and other similar units that will be in stock soon.,2,cued_speechUniv4
1Jzr0NPKtscqfyNa08GGos,"In this episode, Taryn and Sam talk about the challenges and benefits of working away from home vs. being a stay-at-home mom. They share their own personal struggles and what they love and hate about being a working mama vs. staying at home mom.",3,cued_speechUniv4
1KChgOZE6wN4JVuAEXx9Ij,"In this episode, Ryan explains how four high level women’s doubles players can improve their doubles game by changing the way they play up at net and down at net. They can also practice the split step after the serve and volley to improve their overall doubles game.",2,cued_speechUniv4
1LGiNqeMucKlN34wEBFDFJ,"This episode is brought to you by Mythical Monsters, a Parcast Original. When Hera, wife of Zeus, struck Lamia’s children down in front of her, she unleashed a monster that still haunts the children of Greece today.",2,cued_speechUniv4
1LGrOPH2MVCMrqB18TNtWZ,"In this episode we talk about balancing work and comedy, working at a comedy club, how to get started in comedy, and how to make it work for you. We also hear from comedian Puneet Lakshmanan about his experience at a stand up show at the Comedy Cellar.",1,cued_speechUniv4
1LUAwERMFZTzF1mLwYlgWL,"This is an exciting interview I had with the key people behind the Family Mart brand. Family Mart is a chain worldwide chain and Mr. Nazario who represents a Japanese Family Mart share that they have about 16,000 stores in Japan alone and it's a growing business. I also got the chance to interview the President of Family Mart Philippines, Bernie Suisse, the Marketing Manager, Angelo, Scott, who is also the Corporate Communications Manager, and the FamilyMart Franchising Head, Ruppert Revilla.",2,cued_speechUniv4
1MRseMufwdMFdwf9tAdQ9F,"On this day in 1972, Kim Wendi Allen, a junior college student in Santa Rosa, California, was raped, strangled, and dumped after she hitchhiked late one night. Guest hosted by Torella Melancon of the podcast Killer Queens, and Vanessa Richardson of Today in True Crime.",1,cued_speechUniv4
1Mi90UjG91rm73qvHzcG0t,"The Federal Reserve unanimously cut the fed funds rate by 0.25% to a record low of 0.75% citing a material change in the U.S. outlook due to the covid-19 outbreak. Fed Chairman Powell indicated that the virus and the measures being taken to contain it will impact economic activity both in the US and abroad for some time. This came earlier than scheduled March FOMC meeting, but clearly illustrates what we said about the Fed being cornered in to a 50 basis point cut.",1,cued_speechUniv4
1MvUF45vxZB9gsbCzmyPqQ,"Self-proclaimed Christian prophet Joanna Southcott began publishing her writings in 1792, but she soon gained a small group of supporters who sought to keep her legacy alive after her death in 1802. Greg and Vanessa explore how Joanna’s early life in England and her transformation from domestic servant to religious leader.",1,cued_speechUniv4
1N0Tj6vmrxfYWubS0eA0hj,"Novak Djokovic reigns supreme in Dubai, Andy Murray rises to the top in Doha, and Maria Sharapova brings the curtain down on her career. On the WTA side, Kim Clijsters returns to the tour, Heather Watson’s resurgent form in the season continues, and we look ahead to Indian Wells and Wimbledon.",1,cued_speechUniv4
1NF1JWmm9bOD4yiQIAiSrJ,"Love each other as I have loved you, greater love has no one than this, to lay down one’s life for as friends you are my friends. As the Father has loved me, so have I loved you. Now remain in my love, if you keep my commands, you will remain in His love.",3,cued_speechUniv4
1NJzwYilHc12Cn3P2hAkeL,"In this episode we discuss the upcoming Full Moon in Virgo, Mercury Retrograde, and the Moon in Leo. We also discuss the tarot card of the week, the moon upright, and how to bring out the big guns during this full moon.",0,cued_speechUniv4
1NR3nDeqb0dW7Vog00V5WJ,"In 1961, 19-year-old Betty Gale Brown was strangled with her own bra at Kentucky’s Transylvania College. The police spent a year searching for her killer, but no suspect was ever arrested until four years later, when a surprising confession came to light.",1,cued_speechUniv4
1OhV8h2qzqSTJsTbEoZ2g9,"When people ask you what you do for a living, do you joyfully say, “I have the best job ever?” In fact, that answer wouldn’t be true for most of us because the sad fact is that most people don't really like what we do. Whether it's because we find our actual jobs boring, stressful, or generally unsatisfying, or because our co-workers make our lives a nightmare, many of us live for the moment when we’re set free from the drudgery.",1,cued_speechUniv4
1PB1QjdVvioF6k7YKBKkQZ,This Is The Secret: Episode 13 (01/19/06) directed by Denny Gordon and written by Gene stew Pinsky and Lee Eisenberg. This is the episode of This is The Office that you've been waiting for. It's the episode where you find out that Oscar is gay.,1,cued_speechUniv4
1PDbp2SbU98zYd38Enu5tZ,"You are the creator of your own reality and you are also in the process of creating the reality of how you feel right now. The only way that those realities can merge is for you to come with us. In other words, because we are not going with you, we will not complain with you about the injustices of your world. Because we see them. We see them not. We are not concerned about shortages that do not exist.",1,cued_speechUniv4
1QgWndnYGtv7EXi0UWYitW,"In this episode, I sit down with Bethany Best Ajman to talk about her journey to becoming a full time photographer. She shares her story of how she left her job to start her own photography business and how she did it all without knowing what she was getting herself into.",1,cued_speechUniv4
1RgnPIj7xYVWrVAgPrMk2e,"Rodolfo Gordillo, Adam Butler and Mike Philbrick of Resolution Asset Management join us for a chat about Alpha Generators, Asset Allocation and how to use artificial intelligence (AI) to fill mid-frequency gaps in your portfolio. This episode is sponsored by RCM Alternatives. This podcast is provided for informational purposes only and should not be relied upon as legal, business, investment or tax advice. All opinions expressed by podcast participants are solely their own opinions and do not necessarily reflect the opinions of RCM Alternativeatives, their affiliates, or companies featured in this podcast. Participants on this podcast are not being advised, nor are they being instructed, not to make specific trade recommendations, nor reference",1,cued_speechUniv4
1RjC39Ilch6rBJfFRBJMbj,"In this episode of the eCommerce Lifestyle podcast, Anton goes over what you need to do before you launch your eCommerce store and gives you a business checklist to make sure you have everything you need in place before launching your store. This is important if you're just getting started with eCommerce and want to know what you have to do in order to get started.",2,cued_speechUniv4
1RsgjqOAPQA3nisyjNhRXR,"In this episode, Mike Davenport talks about credit and what to look for when you are looking to buy a car with a low credit score. If you have a credit score of 650 or below, you might want to think twice about buying a car in February with your tax refund.",2,cued_speechUniv4
1STy1PKd5MLtccOTCcuKNB,"On this episode of Fun to Speculate we talk about the Anunnaki, Aliens, and are we living in a simulation? We are joined by world famous model and influencer Angela Mazzanti to talk about all of this and more!",3,cued_speechUniv4
1SdguXlFBsxMcYtdPyh0oH,"There are combinations that change the world, and Riley the Ice Skating Monkey is one of them. Story Pirates - Check out our new book, Quest for the Crystal Crown! Get your copy today at the Story Pirates website or at Barnes & Noble in New York City!",0,cued_speechUniv4
1TicQO3vAuYoPoS3XZeL6y,"Tonight we're learning about Fanny Blankerscoole, who won four gold medals at the 1948 Olympic Games. She's tonight's Chompers Heroine. Learn more about her incredible athletic career on tonight's episode of CHOMPERS. Don't forget to leave a rating and review!",0,cued_speechUniv4
1U91Mj3wx0CCYbh1yddg5y,"In this episode, Dr. Neal answers your questions about cupping therapy. What is it? Is it safe? What are the side effects? What is the research on cupping? Find out on today's episode of Optimal Health Daily with Dr. Jamie Neal!",3,cued_speechUniv4
1UMDHZXjPuxIVnYyAS76fn,Let me take you to a place where you can relax and feel safe. A place we all can call home. This is a place we can all find comfort. A safe place to let go and feel at home.,2,cued_speechUniv4
1UxCFPxYRwTLwqKNbmKkRh,"On March 2, 1984, Edmund Zagorski was convicted for a double murder in Tennessee. From the moment he was arrested, this man wanted the death penalty. He did not want to grow old in prison, and 34 years later he got his wish. Spotify - Spotify has a huge catalogue of podcasts on every topic, including murder!",2,cued_speechUniv4
1ViBONBXnAVV5K5cmSnPID,"On May 6th, 1986, 21-year-old Tina Elizabeth Brew was murdered inside of her apartment in Wichita Falls, Texas. Just three days later, police got a phone call from a man threatening to commit suicide. When they arrived, this man, Ferryon Waldrop, confessed to Tina’s unsolved murder.",2,cued_speechUniv4
1VqyL3ui763W5juwdtOl8u,"So today’s highly recognizable protagonist was hailed as a genius of entertainment, a wizard of animation, a pioneer of technology and theme parks. The influence of Walt Disney on today's popular culture and collective imagination cannot be understated. You could love him, you can hate him, or you can love to hate him. But you simply cannot ignore his work.",2,cued_speechUniv4
1XplpPQ1jTNyiDWKzvtTV2,In this episode I talk about becoming extraterrestrial and curing the uncurable. I also talk about how an ad for Merida cam ended up being the reason that I ended up creating my company and how I got my start in business. I talk a lot about Crispr technology and how we can use it to make the impossible possible.,2,cued_speechUniv4
1Yhi0Zw6i7apBTf1YsEkck,"The Guys Next Door have their first ever DOUBLE DUB on the podcast! They talk about dating to marry, dating to be married, and what to do if your partner gives you a naked picture of themselves and you delete it within 24 hours. They also read some listener emails and answer some listener questions.",1,cued_speechUniv4
1ZoSdgRjZVVDrtaBpuQ3sm,"MLB is in a weird place right now considering the Astros and Red Sox cheated their way into the World Series, but I’m here to give my predictions for the 2020 season. I go over my division winners, wild card winners, and who I think will win the MVP award.",2,cued_speechUniv4
1a8X3Df0CobqJNYPB4rCab,"In this episode, Laura talks about finishing a painting and how to know when to stop when the painting is finished. She also shares some of the techniques and ideas she uses in her studio practice when she gets to the finishing stage of a new painting. This episode is brought to you by Layer by Layer, where you will see Laura paint a large abstract painting from start to finish.",2,cued_speechUniv4
2WhmTkmk6Pf3MzOOfGShdx,"Welcome to our first episode! If you do, please leave a 5 star review and subscribe to our podcast that will really help us grow this thing! We are still working on the sound quality at the moment, but we are trying our best to get it up and running.",0,cued_speechUniv4
2Xeg8BOxRCQMxQJNkRKNQg,In this episode we talk about ways to protect your investments from the Coronavirus and how to make smart financial choices during times of panic selling or panic buying. We also talk about how to use your credit card debt to pay off your car and what to do if you lose your car.,3,cued_speechUniv4
2XxwpvnMErxxv1gIE7kYn4,I talk about Brandi Love and her husband’s open relationship and what it means to be in an open relationship. I also talk about what the average person would pay to have sex with Brandi love.,2,cued_speechUniv4
2Y8jc5V7n6TUyF5gFXzr5C,"In this episode I talk about the season 2 finale of Love is Blind, The Hills Season 2 Episode 9, and how I’m going to get my kicks at kickball with the kickball team in Nashville on April 25th. I also talk about how I got my live podcast on Ryan Bailey’s podcast.",2,cued_speechUniv4
2Y9ZsvPmmCBm2ae9GbcKQF,"In this episode, we talk about growing up in America with Nikky Stables, a Hong Kong student on exchange in Denver, Colorado. Nikky shares her experience growing up as a young adult in the United States of America. She shares what it was like to grow up in a completely different culture from her home country and how she dealt with some of the difficulties she faced.",3,cued_speechUniv4
2YImecHJLfg0XXr5uqQQ0Y,"We talk about weird scenarios, would you rather, presidential elections, and other random stuff.",0,cued_speechUniv4
2YhkeuIWznFXfwPIPjNpIs,"MeanHash and I are joined by Mr. Seth Estrada to talk about building communities around proof of work projects, masternodes, the Prague power issue, and big tech's place in the crypto space. Seth has an epic rant on the inclusion of big tech into the space.",0,cued_speechUniv4
2Yqc6JVpmh4x6ttfyGJmH0,This is the first episode of a podcast on castration and castration of transgenders in India. This episode talks about the history of castration in India and how castration is performed in the country. It also talks about castration as an alternative to castration surgery.,3,cued_speechUniv4
2ZXgyKhQTtNbW0FR27AJFx,"In the first ever episode of Sisters in Conversation, I sit down with Aralia Leotard, a corporate legal counsel by profession who recently resigned from a boutique investment and advisory firm based in Cape Town. Aralia is a skilled in-house legal counsel who’s day-to-day duties include drafting and reviewing contracts, as well as attending to any legal governance matters for the organization. She is an advocate for personal and professional development and is an active social entrepreneur, co-founder of the probation was done and lead in legal at Yaa, which is a non-profit company established to drive the development and advancement of youth entrepreneurship.",2,cued_speechUniv4
2a1FiJixYsXIV7iiW6USsm,"Habituate is a noun meaning a frequent or habitual visitor to a place. As in, “An aspiring painter was a habitue of art galleries.” Habitue is often used for someone who frequently visits places of recreation or amusement, such as pool rooms, bars, or used book stores.",0,cued_speechUniv4
2aTnF7mLdGbvvKfSP7I27P,"In this episode, the gang talks about Pro Man, the first full-length feature film to be shown in theaters in North America, and what they thought about it. They also answer a listener question about whether or not they have the hair of any anime character.",2,cued_speechUniv4
2aYfoNO3ia6i1s3k1ZhDwt,"There is nothing more hopeless than death, but Jesus can bring us through because he himself has conquered death and hopelessness and despair. He is the God we serve. Hope you’re encouraged today and praying that this week is a fantastic one for you. Talk to you tomorrow.",0,cued_speechUniv4
2bA3SdEDHSWpbpX4BL5TUf,"Welcome to the first episode of the Can't we think of a name yet podcast! In this episode I ramble on about breakfast at Perkins, sports, and Shemme. Follow me on all social media platforms: Snapchat, Facebook, Instagram, and Twitter @CanaryInACoalmine",2,cued_speechUniv4
2bI4lMf13AufxzbyaH83vI,"In this episode, Jessica and Natalie go head-to-head in a heated debate about the best way to get rid of dead skin cells. They each give their two cents on what they love and hate about different types of exfoliators. They also go over their favorite wine pairings and give their thoughts on the pros and cons of each.",3,cued_speechUniv4
2d3xRgazp3yOhjHQcdnVgV,By now you’ve probably noticed that there have been dioceses around the United States and in the western world restricting receiving Holy Communion because of the big risk of illness right now. So that’s been of course a source of controversy and you see this all over Catholic media pages.,1,cued_speechUniv4
2dm87P6iUkLd01xhNzqa02,"Today's episode features Jordan Peterson. Search for the full video on YouTube. Enjoy :)  Love the Show? Want to support the creator even more? Check out our Patreon! Click here to get immediate access to new episodes of this podcast every Monday, Wednesday, and Friday!",0,cued_speechUniv4
2eJJmwnyOXVOc8vbkIy8El,"Considered by many experts to be the greatest mystery in aviation history, the fate of Malaysia Airlines flight 370 still remains unsolved. Through documentaries, press releases, and feature films, millions have tried to stitch together the pieces of this horrific story. On March 8th, 2014, the plane lost contact with air traffic control over the southern Indian Ocean. What happened during the 10 minutes of radio silence that led to the plane’s disappearance?",2,cued_speechUniv4
2f7QjbmcaeVRCSXlWPNmkX,"In only five years, Frank Abagnale Jr. managed to cause a major stir in the criminal world. After running away from home at 16, he survived on forged checks until he created a new identity for himself as a Pan Am pilot. After a close call with the FBI, Frank evaded capture using a slew of new identities before returning to his roots in check forgery.",0,cued_speechUniv4
2fKv4vfiIYV0DkteofeSkI,Emotion is God’s gift. Don’t allow it to destroy you. Listen to this episode to learn more about how you can control your emotions so that you can live a life pleasing to God and pleasing to Him. Listen in as we discuss the power of Emotion and how it can be controlled by you.,3,cued_speechUniv4
2gViultpkndrFPEVQJ3pOK,"Welcome back to Your Favourite Film is Awful! In this episode we talk about our favourite and least favourite films from the last year, talk about the Golden Globes, and discuss the nominees for the 2019 AFIEA Awards.",2,cued_speechUniv4
2ghRFmlKIA3o7PuYDhH710,"This episode is brought to you by Villains, a Parcast Original. He was a ruthless hitman and crime lord. By the end of the 1920s, Albert Anastasia was one of the most feared mobsters inside and outside the criminal underworld.",2,cued_speechUniv4
2h6p8z3CLHzkbRGX2hI5B8,"He was a Greek philosopher whose ideas still resonate today. It’s said that Chrysippus of Soli died laughing, but is that really what happened to the Stoic thinker? Spotify - Listen to all of our episodes on Spotify, including our new series, Famous Fates, available exclusively on Spotify.",3,cued_speechUniv4
2hQUxoBiju6vmoltsNn23b,"In this episode, we talk about what you need to know if you are just starting out on YouTube and how you can grow your audience and make money on YouTube. We also talk about the importance of being a storyteller and how to integrate that into your YouTube videos.",2,cued_speechUniv4
2heyDaTfMQQx3uXnJlpR9V,"Recorded in Baltimore, MD at 2pm Eastern Time (11:00 GMT) on March 5th, 2019. Shownotes can be found here! Lightning Network could be a killer app that could improve encrypted messages! South Korea makes cryptocurrency legal, more! More! Recorded at Las Vegas, NV, USA!",0,cued_speechUniv4
2j9s3Qr3BS9vO5gL4nU0Ug,Dori and Joe introduce themselves and talk about who they are and what they want to bring to this podcast. They also talk about their goals for the future of the podcast and how they are trying to live their best lives. They hope you enjoy listening to their story and learn from it!,2,cued_speechUniv4
2jNGLxgJnBBhkl6BP0dRoJ,"Many people come up with great ideas, great strategies, great initiatives and every year they spent countless hours countless efforts of prepare during creating recreating the business plan, business plan or even set of strategic plans and sometimes they also hire very expensive consultants to do so. But the problem is sometimes most of the effort goes to waste because they don’t really put extra effort to make sure that they do have a systematic approach to follow up, follow through and execute the strategy implementation and execution effectively.",1,cued_speechUniv4
2jvWqUD1asYvFsDAFsozkZ,"Former A&R at Warner Music Group and current founder of management and artist development company Yo Peep This, Eric McClellan joins Murph to talk about how artists can get started in the music industry and how they can get the most out of their time as an A/R in the industry.",2,cued_speechUniv4
2kcfQZbfss3uBurHEOZoVN,"I got a question about extended fasting earlier in the week and I’d forgotten about how much I used to extend fast. This is an important topic because I want to clear up some misconceptions about extended fasts. This week I am talking all about extended fasts, what you need to know before you start one, how to hang in there and not quit while you’re on your extended fast, and most importantly how to break and extend it.",1,cued_speechUniv4
2kyirVCVfkv05DQF6K9ZnQ,"Millennials get a bad reputation for everything they do. They get blamed for killing the mayonnaise industry, the diamond industry, and even the divorce rate. Myths and stereotypes follow every generation, and none of them are immune from job hopping. Here are a few common ones and how to combat them.",0,cued_speechUniv4
2lDhCSrdibSvo0Fuqd5Qz4,"A bedtime story by Edgar Allan Poe about a black cat. To be read, close your eyes, and relax as I read you a story to sent you to sleep. Sweet dreams, Alyssa",1,cued_speechUniv4
2o7WrExn5YSqJEh8KBuxeB,"Lisa Marie and Andy Talarico talk about Pisces season, the full moon in Virgo, and their favorite places in Pisces. They also read a poem by one of their favorite poets, Christina Rossetti, and talk about how Pisces is the third water sign and the final water sign of the zodiac.",3,cued_speechUniv4
2oc3ofJDxmI2nLlNYhJHvN,"In this episode we talk about self-love and self-care and why it’s so important to love yourself before you can love anyone else. If you have any questions or want to share this episode with anyone you’d like to hear, please reach out to me on instagram @lydiaknowlola.",3,cued_speechUniv4
2qCQkhxRORy9GZ31iRCIqC,"Today's guest is Alex Sheen, founder of the non-profit Because I Said I Would. In this episode, we discuss the importance of never saying no and only saying yes when you mean it. You won't want to miss this episode! Alex's upcoming interview is coming out this Sunday!",2,cued_speechUniv4
3tzoElYoixtgMaTJ1FiZad,"Welcome to the first episode of the Death Saving Gang podcast! In this episode we meet the crew of the Tenderfoot, a ship that will be taking us on a 3 week journey across the galaxy. Join us as we learn more about the ship, the crew, and what to expect along the way.",1,cued_speechUniv4
3u57dQEUl7W1YTCwQQTM6e,"Just 5 days after Gabriel Fernandez’s birthday on May 22nd, 2013, Netflix released The Trials of Gabriel Fernandez, a 6 part docu-series. In this episode, I talk about the documentary and my own experience with child abuse growing up in my household.",1,cued_speechUniv4
3uXxGkvtfq74gZ3Uh4KiZx,"Liana and I talk about how we met, why people cry at weddings, and why Liana’s boyfriend is a douchebag. We also talk about the time Liana found out she was dating a guy in a bar and how they ended up breaking up, and how she found out about it.",1,cued_speechUniv4
