Number,Summary,Score,Network
081FoKeWRf8nzJi6MQFKRl,"Xavier tio dave is the executive creative director at cnx, leading a team of talented creative designers and producers. Hes worked at agencies all over the world, starting at ogilvy in singapore, before working at modernista in boston, anomaly in new york and conde nas",2,udel_wang_zheng4
08RS6NQIGy9O2KyKVlCzdU,"In this episode, luke sits down with dominic cardone and joe justin. Luke explains how he got started in bodybuilding, how he started, and how he is using his experience as a business owner to build a successful business.",3,udel_wang_zheng4
00x6bXv5JPNTCDteN5JGlP,"This week's guest needs no introduction, she is an author, wellness consultant and self-care queen who teaches workshops and retreats centered on helping others find their voice through storytelling, poetry and narrative writing rooted in trust without shame. She is the magic behind words for wanderer, neon soul, and my all-time favoritethi",2,udel_wang_zheng4
00y3rxCkHBrbY1xwqojEGR,"In this episode of the vlog I sit down with daymond john, star of shark tank, to talk about his new book power shift and how hes changing the game in 2019. We talk about the importance of building trust in your relationships, how to use the mentality of an entrepreneur to your advantage, and how you can",2,udel_wang_zheng4
00yoUSA2yh7eAY8t45JM91,"On this episode of tea time: unfiltered with your girl lovely tea, carl crawford gives his side of the story of meg signing to roc nation in september, she went radio-silence, opt-in to not pay him or 15s, any money that she owed. Plus we talk about meg",3,udel_wang_zheng4
01D58jn9qXZ01y8pRQX0KZ,"On this week's episode of from mount olympus: your boys do see triple dok. Triple is back and he is ready to talk about his move to texas and his plans for the upcoming season, as well as his plans to return to coach, tony anderson, and what he plans to do in the future.",1,udel_wang_zheng4
01VLfoxXkwAXtuYGTQYrsT,"In this episode, we talk about jeffrey gilberts recent arrest, the allegations of child endangerment and abuse he has been accused of abusing his boys physically, drug dealing and more. We hope you enjoy this new episode and if you do please leave us a rating and review! we would love to hear",0,udel_wang_zheng4
1E23TJE5PZuN8hFIbiOkie,"In this episode, I talk about the most recent events that have transpired over the course of the year. I also talk about some of the recent events in the united states that have occurred over the past year, and talk about how to keep your heart on the edge of the edge.",0,udel_wang_zheng4
1EPOaWpjdUB7lB589jjTx3,In this episode logan and andre talk about their trip back to abilene for alumni weekend. They talk about why they went to tank and what they would do if they didnt have the chance of landing a job at mcmurrayandre's nba draft pickand what its like to,1,udel_wang_zheng4
1EUY0YMsUCReAi78xtVKeU,"In this episode of the jordan syatt mini podcast, jordan and I sit down with the band e street, a post-punk rock band from the 80's to 90's. We talk about how they got back together, what they' ve been up to since 2000's release, and what it's like working within",0,udel_wang_zheng4
1EcBqy8tM3TYInm1k8Fdbm,"In this episode the boys are joined by the head of detroit paranormal expeditions todd bonner. They talk all things spooky, ghosts, cryptids, and aliens! be sure to hold the tube extra tight as the boys take you deep into the fierce gales of fear and gale fears.",1,udel_wang_zheng4
1EwZ9ewnlXBQ3jH5ImlY3o,"Wide receiver 88 ineverhart joins the life & football podcast. In this episode, we talk about his career, his love of football, and much more! wyoming wide # 88hart talks about his journey from high school to wide receiver in the nfl, what it takes to be a great player, and more! tune in to",2,udel_wang_zheng4
1F4hsSqn87iEttR0rA4tRS,"In this episode, I talk about the 10 rituals of daily genius. From the 20-20 / 20 formula, the morning routine, to the twin cycles of leap performance that explain elite performance without deep recovery, depletes your assets of genius.",2,udel_wang_zheng4
1G02hUDmyMFk1aKts60uPC,"In this episode, I talk about how to stay on track with your goals in 2020. I also share some tips on how to keep the flame going in 2020 and how to grow the way you want to grow! I hope you enjoy this new episode!",2,udel_wang_zheng4
1GOXInXdJrluLuLywx5NzP,"In this episode, the boys talk about the joker movie, brandon bills and what it means for the podcast going forward. They also talk about what they would love to see in the future of podcasting and what they think you can do to support the brandon bill.",0,udel_wang_zheng4
1Gcwzel68ribYC6kga7Eib,"Most of the time we do not acknowledge the presence of energy in and around us. In this series of conversations, I am going to introduce psycho-spiritual aspect of the energy and help you evolve in your understanding of the power dynamics in your life and in your relationships.",2,udel_wang_zheng4
1GjzWFb5mT9lXCgSety6VH,"In this episode of the rich roll podcast, we sit down with olympic gold medalist and world record holder and author of the best selling book, '' you know what you wish for''. We talk about: - alcoholism and ambition-the value of solitude-dating my sister-wisdom and what art is-how do you handle conflict and alcohol",1,udel_wang_zheng4
1Gs0FfKfblOH4nFbIi0yIL,"Gigi just recently dropped an article on his medium page, and it's another great one, about around the concept of bitcoin as a living organism. In this episode, we will look at the habitats and ecological composition of btcn and how they influence emerald crypto cana and bit",1,udel_wang_zheng4
1Hh5YXYGj7pEs9jyhYAX9c,"In this episode, we interview donovan brazier! donovan is a vegan up for the 2020 olympic trials trials in liverpool, nyc! he talks about his training regime, his goals for 2020, his thoughts on the nba draft, and much more!",2,udel_wang_zheng4
1HmN1BDPrSiIdYEWTX84xz,"In this episode, jenn and ryan are joined by our good friend jason to talk about the movie '' the black widow''. Jason and we talk about our thoughts on the movie and what we would love to see in the future! spoiler alert! we hope you enjoy the episode!",2,udel_wang_zheng4
1IGWQ2uSXK2vhwZ7wVYLBp,"In this episode, we talk about the latest fortnificant news. We go over the new t and tina challenges, as well as a few other things that have been fixed or fixed including: the footstep audio issue on playstation 4 and xbox 1, the return to lobby item shop, and",1,udel_wang_zheng4
1IV366QieNfHHrWKechXo0,"In this week's episode, we sit down with singer / songwriter gary lucas. Gary and I discuss his new album sweet oblivion, and how he got his start in the music industry, what it's like to release an album after you' ve died, and what he's up to now!",0,udel_wang_zheng4
1IdIzNXBCtUTHLHCtq0z8F,"In this episode, ryan and curtis are joined by special guest gus snippets. They talk about the new year's resolutions and what they want to see going into the new season of ryan & curtis!",0,udel_wang_zheng4
1JdBQNxOOXManwRuQkCMdl,"Welcome to girls club! in this episode, angie white and shelby diaz talk about the importance of self love and self worth in relationships. Join us as we talk about what it's like to be in a relationship with someone who does n't have it all figured out, what to do if you do n't already have one, and",0,udel_wang_zheng4
1JnsLxgHqv9kv21D5bhIKy,"In this episode of the thermal vision & thermal imaging podcast, we sit down with the owner of outdoor legacy thermal optics and get a look into the business side of the business. We also talk about what outdoor legacy is doing with its new daytime rifle thermal rifle scope mountable scopes.",1,udel_wang_zheng4
1Jzr0NPKtscqfyNa08GGos,"This week's episode is all about working away from home mamas and stay at home moms. We just kind of want to share our experiences, since we stay home with our kids, and we both have both experienced the messiness that motherhood brings, and were completely unfiltered.",1,udel_wang_zheng4
1KChgOZE6wN4JVuAEXx9Ij,"In this episode, ryan gives a lesson for high level womens doubles players. He teaches them everything they need to know to be successful in their doubles game up to 15 % of the time they spend on the net, up to 3 % when playing doubles up at net, and how much time you should spend on a wall up to 20 %",2,udel_wang_zheng4
1LGiNqeMucKlN34wEBFDFJ,"This episode is brought to you by mythical monsters, a parcast original. For more episodes like this one, subscribe to mythical monsters on spotify, or wherever you listen to podcasts! this episode combines elements from a number of ancient greek legends stories and lures to give you the most dramatic retell",1,udel_wang_zheng4
1LGrOPH2MVCMrqB18TNtWZ,"The last two episodes are out of order, so how do we deal with this situation? this week stephen and jessica talk about how they deal with the hate mail theyve received this week, what their biggest skyrim of the wild is, and how theyre going to get through it as a group.",0,udel_wang_zheng4
1LUAwERMFZTzF1mLwYlgWL,"In this episode, I interview the people behind the family mart philippines. Family mart is a franchise chain based in japan with a strong japanese heritage and a strong focus on quality, cleanliness, innovation and innovation in a fast-paced business.",3,udel_wang_zheng4
1MRseMufwdMFdwf9tAdQ9F,"On this day in 1970,19-year-old kim wendy allen left her part-time job at a health food store in larkspur, california at 5 pm on march 4,1970. However, both men attested that they had dropped her off a couple miles down the road in san raf",0,udel_wang_zheng4
1Mi90UjG91rm73qvHzcG0t,"Feds emergency 50btc cut citing a material change in the outlook due to the covid 19 outbreak. Fed chairman powell indicated that the virus and the measures being taken to contain it will surely affect economic activity both in the us and abroad for some time, but clearly illustrates what we said about the fed being cornered.",1,udel_wang_zheng4
1MvUF45vxZB9gsbCzmyPqQ,This episode is brought to you by the completely reimagined 2024: escape with ford copilot 360: a suite of advanced standard driver assist technologies designed to help you outsmart some of the obstacles youll encounter out on the road. Theyre smart and then theres street smart,0,udel_wang_zheng4
1N0Tj6vmrxfYWubS0eA0hj,"In this week's episode, jolan kim and novak diokovic look back at the last couple of weeks on the atp and wta tours, and having a look at whats been a busy period for the players. We recap the 2019 wimbledon men's tennis quarterfinal in rio de janeiro, and look ahead to the 2020",1,udel_wang_zheng4
1NF1JWmm9bOD4yiQIAiSrJ,"Let me soothe you 2 sleep as we listen 2, by request, more from an interesting newly released version the bible by jesus the complete old and new testaments by editors elmer towns & lee fredrickson. This version of the book of john 15: 9-17 can be found here.",0,udel_wang_zheng4
1NJzwYilHc12Cn3P2hAkeL,Welcome to our first official episode! in this episode we introduce ourselves and tell you a little bit about who we are and what this podcast is all about. We also give you some information on our social media accounts and what we will be doing in the coming weeks.,1,udel_wang_zheng4
1NR3nDeqb0dW7Vog00V5WJ,"This episode is brought to you by unsolved murders, a parcast original. For more episodes like this one, subscribe on spotify, or wherever you listen to podcasts, and leave a 5 star review for our new show! in 1961, mrs browns daughter betty gale brown was",0,udel_wang_zheng4
1OhV8h2qzqSTJsTbEoZ2g9,"Do you joyfully say I have the best job ever? probably not right. In fact, that answer wouldnt be true for most of us, because most dont really like what we do, whether its because we find our actual jobs boring, stressful, or generally dissatisfying.",1,udel_wang_zheng4
1PB1QjdVvioF6k7YKBKkQZ,"Episode 13 of the office podcast, '' sleepytime'' is a narrated version of an episode of '' updog in here'' where jim and pam talk about their crush on pam, and jim tries to do damage control. In this episode, we introduce ourselves and talk about what the podcast is going to be about! I hope",0,udel_wang_zheng4
1PDbp2SbU98zYd38Enu5tZ,"In this episode, Dr. Aaron horschig discusses the concept of self-creation and how it relates to the creation of your own reality and how you can use this power to create a life of abundance and wellbeing.",1,udel_wang_zheng4
1QgWndnYGtv7EXi0UWYitW,"In this episode, I sit down with bethey bestajman aka starboard editing to talk all things photography. We talk about how he started his photography business, how he got his start, and how he is changing the landscape of the industry in a time when he was struggling with a bad break up.",1,udel_wang_zheng4
1RgnPIj7xYVWrVAgPrMk2e,"In this episode, jeff sits down with rodrigo gordillo, adam butler, and mike philbrick of resolve asset management. They discuss how to become a hedge fund manager out of peru using the formative years of your life at an early age when you experienced a massive economic event for the nation",0,udel_wang_zheng4
1RjC39Ilch6rBJfFRBJMbj,"In this episode of the ecommerce lifestyle podcast, anton shares his business formation options. He covers a couple different options depending on what youre trying to get done prior to launching your online shopify store.",1,udel_wang_zheng4
1RsgjqOAPQA3nisyjNhRXR,"In this episode, mike and andy discuss the car buying process, what stands to watch out for, and how to get the best deal for your new model chevy. Mike shares his thoughts on the current market place and how it is holding you back.",1,udel_wang_zheng4
1STy1PKd5MLtccOTCcuKNB,"In this episode of the ecommerce lifestyle podcast, we are joined by our good friend and fellow podcaster, chinar, to talk about alien abductions. We talk about our experiences with alien encounters, what weve been seeing, and what we would do if we went to war with china.",0,udel_wang_zheng4
1SdguXlFBsxMcYtdPyh0oH,"This week on the story pirates podcast, the gang gets locked in a supply closet on the ships fourth floor. But who is franklin? this week's episode features franklin, the other story pirate, and peter, the one and only peter! this time featuring two new stories: '' just right for yourself'' by aaron",1,udel_wang_zheng4
1TicQO3vAuYoPoS3XZeL6y,"Today's chompion is fanny blankerscoon! she was a runner from the netherlands, a country that did n't want to miss the summer olympics because she was moms, but fanny blakens dream was to win a gold medal at the olympic games. Fanny competed in four races, and won the most of",1,udel_wang_zheng4
1U91Mj3wx0CCYbh1yddg5y,"In this special edition of the show, Dr. Neal reads your questions on the other friday edition of optimal health daily, where I read health and fitness blogs to answer them right here on the show now!",1,udel_wang_zheng4
1UMDHZXjPuxIVnYyAS76fn,"Do you have a hard time sleeping? do you need me to help you sleep more often? listen to this episode to find out! it's good to have a place you can rest at when you ca n't sleep, and let your mind wander more often. The wildlife at ucwillearningyou",1,udel_wang_zheng4
1UxCFPxYRwTLwqKNbmKkRh,"On this day in 1984, edmund zagorski was convicted for the murder of john dodson and james porter. Order a $ 3 little john john at jimmyjohntcheethescom or with the jesse lee harden appreciative",1,udel_wang_zheng4
1ViBONBXnAVV5K5cmSnPID,"On this day in 1959, a man was born who would eventually be tried for the murder of a single woman. It would take years for police to connect him to four other murdersyears and a clever gator who got the dna he needed.",2,udel_wang_zheng4
1VqyL3ui763W5juwdtOl8u,"Walter elias disney, later known as uncle walt, was born in chicago in 1901. He was the youngest of five siblings, the other three being ruth roy, raymond, and herbert, who would prove to be a source of stability and inspiration later in life, whod prove to have some of the same magic in",0,udel_wang_zheng4
1XplpPQ1jTNyiDWKzvtTV2,"In this episode, I talk about crispr, a gene-editing technology that can be used to create babies. It has been around for a very long time, and it's actually a lot of fun to talk about, and I hope you enjoy this episode!",1,udel_wang_zheng4
1Yhi0Zw6i7apBTf1YsEkck,"On this episode of guys next door we sit down with ashley to talk about how she feels about her relationship with her husband. We talk about her past cheating on him, her current situation, and how she is dealing with it now! we also talk about the fact that she cheated on her husband for almost two years and how to handle it.",2,udel_wang_zheng4
1ZoSdgRjZVVDrtaBpuQ3sm,"In this episode, I talk about my predictions for the 2019 nfl season. I also talk about the mlb and nfl division winners and wildcard winners as well as the nfl wildcards and division winners of the 2019 season!",0,udel_wang_zheng4
1a8X3Df0CobqJNYPB4rCab,"In this episode, juliet talks about the process of finishing a large abstract painting from start to finish. Learn about what it is, how it can be done, and how you can apply these skills to your life! learn about the challenges and rewards of working with others and how to get along and adapt in life's greatest art journey.",1,udel_wang_zheng4
2WhmTkmk6Pf3MzOOfGShdx,In this episode we talk about our first impressions of the invisible man and how we feel about it. We hope you enjoy it! please leave a 5 star rating and share this podcast with your friends! we are so excited to see what you think!,1,udel_wang_zheng4
2Xeg8BOxRCQMxQJNkRKNQg,"In this episode, nick talks about the coronavirus covid19 and how it affects retirement planning and retirement planning. He explains how you can get started on your path to financial independence and reach retirement on or before the age of 65 from a 90-90 perspective! if your family could learn to budget, save and invest enough to",3,udel_wang_zheng4
2XxwpvnMErxxv1gIE7kYn4,"Luke and luke discuss brandi's open relationship with her husband, what it means to be an open relationship, and the impact it has on her life. They also talk about luke's recent trip to a convent, and what she thinks of it as a '' convent''.",0,udel_wang_zheng4
2Y8jc5V7n6TUyF5gFXzr5C,"In this episode of laguna beach: the podcast, kelly talks about the season finale of love is blind, and the upcoming reunion of the whole crew! she also gives a quick shout out to the smush room podcast, which is a pop culture podcast all about blinds and celebrity blinds. She will also discusswelco",1,udel_wang_zheng4
2Y9ZsvPmmCBm2ae9GbcKQF,"In this episode, I sit down with nikki stables, a hong kong exchange student. We talk about her experience with mental health growing up as a teenager and what it is important for us to know what it's like to be on someone's side as we deal with growing up and some of the struggles we face as a",2,udel_wang_zheng4
2YImecHJLfg0XXr5uqQQ0Y,"In this episode, jr. Jrs recent trip to los angeles, his time in the military, and much more! on todays episode we talk about jesus christian christianity, his childhood, and his new years resolutions! we also talk about some of the most controversial things hes done in the last couple",1,udel_wang_zheng4
2YhkeuIWznFXfwPIPjNpIs,"In this episode, Mr. Seth estrada joins the bitcoin broski to discuss proof-of-work projects, prague and masternodes, as well as praguepal and his epic rant on the inclusion of big tech into the crypto space.",2,udel_wang_zheng4
2Yqc6JVpmh4x6ttfyGJmH0,"The life of a transgender hosted by a proud hydra for the hunt. In conversation with our pain of nagar, conceived and curated by shamir tandon, ericengelbella, and amal, we discuss the transgenders life in india as well as the need to introduce kiaup",0,udel_wang_zheng4
2ZXgyKhQTtNbW0FR27AJFx,"In the first ever episode of sisters in conversation, ronnie sits down with aralia capuali, a corporate legal counsel by profession. She talks about her journey into the profession, what inspired her to start empowering women through her legal education, and the importance of mentoring, mentoring and mentoring.",3,udel_wang_zheng4
2a1FiJixYsXIV7iiW6USsm,"Despite its french-sounding pronunciation, you may actually know the meaning of this word even if you havent heard it before. Thats because its because its related to a handful of other common english words in english!xenthihi -rsb-.",0,udel_wang_zheng4
2aTnF7mLdGbvvKfSP7I27P,"This week, the boys talk about pronautous ex machina and what they think about the new movie '' the dove'' as well as the new trailer for the game. Danny and sam give their thoughts on the premier season of the dlc and also talk about spacenicks trip to the pacho",1,udel_wang_zheng4
2aYfoNO3ia6i1s3k1ZhDwt,"In this episode, we read through chapter 20 of the book of john. It's a somber and hopelessness, but jesus can bring us through because he himself has conquered death, and he's the god we serve!",1,udel_wang_zheng4
2bA3SdEDHSWpbpX4BL5TUf,Welcome to the first episode of the havent we thought of a name yet! this episode is just an introduction to what the podcast is going to be about. Hope you enjoy it!,0,udel_wang_zheng4
2bI4lMf13AufxzbyaH83vI,"In this episode, jessica and natalie dive into the topic of exfoliation. What is it? how do you know if youre ready for it? what are your thoughts on it? do you have a certain type of skincare routine that you need to add to your skin care routine? in this weeks episode",1,udel_wang_zheng4
2d3xRgazp3yOhjHQcdnVgV,"The body of the lord himself is exposed to the real dangers of irreverence, loss of fragments and sacrilegious theft of consecrated host. It seems also that some of us have a kind of cynical joy to spread more and more the process of trivialization and desacralization of",0,udel_wang_zheng4
2dm87P6iUkLd01xhNzqa02,"In this episode, Dr. Aaron horschig discusses the concept of sacrifice and how it can be applied in our lives to the point where we want to let go of the things that are stopping us from moving forward and to free ourselves from the chains of our preconceptions.",2,udel_wang_zheng4
2eJJmwnyOXVOc8vbkIy8El,"In part 1 of our special 2 part series on the disappearance of mh370, richard and molly dig into the conspiracy theories surrounding the tragic loss of malaysia airlines flight 370. This week, they will focus on the theories and unexplained mysteries surrounding the disappearance, and examine the wreckage",2,udel_wang_zheng4
2f7QjbmcaeVRCSXlWPNmkX,"This episode is brought to you by con artists, a parcast original. For more episodes like this one, subscribe to con artists on spotify, or wherever you listen to podcasts! in 1964, frank williams was a 16-year-old runaway with nothing more than a fake id card and a stolen pilot",0,udel_wang_zheng4
2fKv4vfiIYV0DkteofeSkI,"The coronavirus is here to destroy you, but you have to be aware of what you are capable of doing and often times, issues are affected by what you feel. In this episode, we talk about how god has already given up on us and how he will never give up on you, he will give you the strength to do it",0,udel_wang_zheng4
2gViultpkndrFPEVQJ3pOK,"It's the men's year anniversary of your favourite films: awful! this week, charlie and luke take a break from regular episodes to celebrate the anniversary of their first season, discussing their favourite films from the past year. In this episode, we talk about the first episode of season 1 of season 2, and what we want to do with",1,udel_wang_zheng4
2ghRFmlKIA3o7PuYDhH710,"This episode is brought to you by kingpin and joe masseria, a parcast original. For more episodes like this one, subscribe to villains on spotify, or wherever you listen to your favourite podcasts.",0,udel_wang_zheng4
2h6p8z3CLHzkbRGX2hI5B8,"If you enjoy this episode and want to hear more of historys most fascinating lives and deaths, check out our series famous fates: you can hear the entire catalog, all 45 episodes exclusively on spotify, or wherever you listen to podcasts. The hellenistic period is the stretch of time that falls between the death of alexander the great in 323 bc to the establishing of the",1,udel_wang_zheng4
2hQUxoBiju6vmoltsNn23b,"In this episode, ashley answers questions submitted by streamers and content creators about starting your own podcast. Topics include: - starting on youtube as a youtube nerd-how to make money on youtube-what is the best way to grow on all of your social media platforms? - using youtube as an example how to startin this episode",1,udel_wang_zheng4
2heyDaTfMQQx3uXnJlpR9V,"Coinjoining is a hot deal, but there are a lot of people interested in it. And I dont want to downpoeze it!",0,udel_wang_zheng4
2j9s3Qr3BS9vO5gL4nU0Ug,"In this episode joe and dori introduce themselves and give a little background on who they are, why they started this podcast, and what you can look forward to in the future. They touch base on the importance of reaching out to other people, and how we can do so.",1,udel_wang_zheng4
2jNGLxgJnBBhkl6BP0dRoJ,"Understanding the company strategy is one of the most important and constant challenge when implementing a strategy. It is simply understanding what the strategy is, and how each step relates to one another and ties to the overall goal of achieving a company's vision and mission.",2,udel_wang_zheng4
2jvWqUD1asYvFsDAFsozkZ,"Eric mcclellan is a former a & r at warner music group, current founder of management and artist development company. In this episode, eric gives us 40 minutes of his time to cover some solid tips and tricks for artists just starting out and how they can a & ra their own projects as they progress in their career.",2,udel_wang_zheng4
2kcfQZbfss3uBurHEOZoVN,"Welcome to the first episode of the old mad mama podcast! this week I talk all about extended fasting: what you need to know before you start one, how to hang in there and not quit while you' re on your extended fast, and most importantly how to break and extend it! there are so many different ways to fast andwelcome",2,udel_wang_zheng4
2kyirVCVfkv05DQF6K9ZnQ,"Myths about millennials changing jobs every year isnt true! if anything, were changing jobs more than two years ago. The classic definition of job hopping is changing jobs everyone two years, while the recent recession and cycle of layoffs have made it less of a deal breaker to have periods of unemployment or short job ten years on your resume",0,udel_wang_zheng4
2lDhCSrdibSvo0Fuqd5Qz4,"In this episode, I read an asteroid story by edgar allan poe black cat. Because my cat is black as if I got my love, I dont know if you can hear or not, but shes purring very loudly and so I thought I would do a story just for her! I also read some of his",0,udel_wang_zheng4
2o7WrExn5YSqJEh8KBuxeB,"In this episode, I talk about the pisces and virgo signs of the week and why I think theyre a great time to reassess what you' ve got going on in your life. I also talk about why I' m reluctant to connect with them, and why they' re a good time",1,udel_wang_zheng4
2oc3ofJDxmI2nLlNYhJHvN,"In this episode of unplugging I have my first guest on the podcast, katie. We talk about self love and how to love yourself better and how you should tell yourself that you are doing the best to keep yourself happy and improve your health and happiness in the best possible way.",2,udel_wang_zheng4
2qCQkhxRORy9GZ31iRCIqC,"Alex sheen is the founder of the nonprofit because I said I would, and its mission is to give people the resources and accountability they need to live with courage and honor. In the interview, we go on to talk about how we make promises every day just by saying yes, and how dangerous it is when we mean them.",2,udel_wang_zheng4
3tzoElYoixtgMaTJ1FiZad,"In this episode we introduce ourselves and tell the story of how we met and fell in love with our first guest, admiral cain. Get to know a little bit about our new character, jatis gant a terran, and hear about the upcoming trip to eureka! we also talk about what we would do if",1,udel_wang_zheng4
3u57dQEUl7W1YTCwQQTM6e,"In this episode, I talk about the trials of gabriel fernandez. I also talk about my own experience with child abuse growing up in a household, as well as two other cases that were mentioned in the docu-series.",1,udel_wang_zheng4
3uXxGkvtfq74gZ3Uh4KiZx,In this episode of the dallas martin and laurynne dallas talk about leap year and the movie impractical jokers. They also answer listener questions about their birthdays! we hope you guys enjoy!,1,udel_wang_zheng4
3vT0kFkz2Gz8RDLJH3knzx,"In this episode, we talk about the recent caroline flack suicide and how to deal with it. We also talk about some of the things we have seen in the news this week as well as some personal experiences with dealing with the media.",1,udel_wang_zheng4
3vaqb9E0J8466F8J4UeDyE,"Madison pruitt was seen in auburn filming something with a production crew in the description, and I along with almost all of bachelor nation, speculated that maddie was going to be 2020s bachelorette. Well, that theory is now officially dead, because claire crawley has been announced today as next season's",1,udel_wang_zheng4
3wF2WxFD1Z9h6o01vnvs9q,"In this episode, I speak to the head of swimming at the university of sunderland about his swimming career. We talk about his rise to the top of the world at the european youth olympics, his career in the sport of swimming, and his thoughts on the future of the sport.",0,udel_wang_zheng4
3wSzVvzB53WyFg5DKxrK0l,"Patrick and mark talk about the week in video games, the latest from platinum games and yacht club. On thursday, we' re going to be doing the legend of zelda zalda a to z! on this week's episode of the nintendo jump, we are joined by our good friend and fellow nintendo gamer yang",1,udel_wang_zheng4
3xNSneHkYqNyGDVgz5NKAl,"Today we' re talking about wangari maathai, the woman who started the green belt movement. On chompers, we'll be talking about one gauris tireless efforts to help the environment and help africa's women plant trees to help them and the women of africa.",1,udel_wang_zheng4
3xwXYI4A79TXcrFmMwRGV1,"In this week's episode of the savage, we talk about what it's like to be in a relationship with someone who is n't good enough and how to handle it when it gets a bit of out of hand. In this episode, we discuss what we would do if we made it to $ 5,000 in the dollar store.",1,udel_wang_zheng4
3yQa1EAhglPH87xqtfQKmo,"In this video coaching newsletter, coach cory wayne talks about his journey of trying to figure out what his purpose in life is. He outlines the path he went through and continues to struggle with this important question many men struggle with-in this episode, I talk about the importance of knowing what you want and why you want it, filling in your knowledge",1,udel_wang_zheng4
3yveWKAwSF6rONBwHtikMC,In this episode of the bubble I interview girl izzie wilson about time management. We talk about how she balances her time between gcse and a-levels and how she plans out all the important meetings for the day ahead.,1,udel_wang_zheng4
3z5zWuMnniPKcTPymHRRXI,It looks like there's going to be a lady loki in the upcoming disney + series after all! there have been new set photos revealed on twitter by atbrmke news showing sofia demartino dressed in a black suit with the green and gold that is a dead giveaway for loki.,2,udel_wang_zheng4
3z9Kkk9LNEH2TGkilqcPFr,"The inside elland road podcast exclusively from the yorkshire evening post-this week phil and joe discuss spurs' 2-0 victory over wolves in their first game of the season, look ahead to the weekend's trip to bristol rovers and look forward to the game against leicester city on saturday.",1,udel_wang_zheng4
3zir6jx2t64H9gzWjg4ac0,"In this episode corey and I talk about polyamory and dating preferences. We talk about what it means to me, why its important to be open about your relationships, and what you can do to change your ideal partner's perspective on the relationships you' re in!",2,udel_wang_zheng4
3zkN09hDZfoEeX6IfVNbvA,"This episode is brought to you by haunted places, a parcast original. For more episodes like this one, subscribe to haunted places on spotify, or wherever you listen to podcasts! in the wake of the death of her 13th child, a monstrosity and unwanted childthi",0,udel_wang_zheng4
40cQ1OZKNp9XhUTHa92mdK,"In this episode, carly and bryce discuss the hoodwink2005. It's a well-known movie that came out in the late' 80's and early 2000's, but it still has a lot of lessons to learn and be prepared for when it comes to movies.",1,udel_wang_zheng4
